,text,label,label_0,label_1,label_2
911,PersonX bends PersonY's ear,"[0, 1, 1]",0,1,1
912,PersonX bends PersonY's head,"[0, 1, 1]",0,1,1
913,PersonX bends every ___,"[0, 1, 1]",0,1,1
914,PersonX bends the knee,"[0, 1, 1]",0,1,1
915,PersonX bends the truth,"[0, 1, 1]",0,1,1
916,PersonX bets PersonX's boots,"[0, 1, 1]",0,1,1
917,PersonX bets PersonX's bottom dollar,"[0, 0, 1]",0,0,1
918,PersonX bets the farm,"[0, 1, 1]",0,1,1
919,PersonX bides PersonX's time,"[0, 1, 1]",0,1,1
920,PersonX bids PersonY farewell,"[0, 1, 1]",0,1,1
921,PersonX bids PersonY's farewell,"[0, 1, 1]",0,1,1
922,PersonX binds PersonX's ___ together,"[0, 1, 1]",0,1,1
923,PersonX binds PersonY together,"[0, 1, 1]",0,1,1
924,PersonX binds PersonY's ___ together,"[0, 1, 1]",0,1,1
925,PersonX binds the ___ together,"[0, 1, 1]",0,1,1
926,PersonX binds together the ___,"[0, 1, 1]",0,1,1
927,PersonX bites PersonX's finger,"[0, 1, 1]",0,1,1
928,PersonX bites PersonX's tongue,"[0, 1, 1]",0,1,1
929,PersonX bites PersonY in the arse,"[0, 1, 1]",0,1,1
930,PersonX bites PersonY's bottom lip,"[0, 1, 1]",0,1,1
931,PersonX bites PersonY's finger,"[0, 1, 1]",0,1,1
932,PersonX bites PersonY's head off,"[0, 1, 1]",0,1,1
933,PersonX bites PersonY's lip,"[0, 1, 1]",0,1,1
934,PersonX bites PersonY's lips,"[0, 1, 1]",0,1,1
935,PersonX bites PersonY's lower lip,"[0, 1, 1]",0,1,1
936,PersonX bites PersonY's tongue,"[0, 1, 1]",0,1,1
937,PersonX bites off more than PersonX can chew,"[0, 1, 1]",0,1,1
938,PersonX bites the big PersonX,"[0, 1, 1]",0,1,1
939,PersonX bites the biscuit,"[0, 1, 1]",0,1,1
940,PersonX bites the bullet,"[0, 1, 1]",0,1,1
941,PersonX bites the hand that feeds PersonX,"[0, 1, 1]",0,1,1
942,PersonX blames canada,"[0, 1, 1]",0,1,1
943,PersonX bleaches PersonX's hair,"[0, 1, 1]",0,1,1
944,PersonX bleeds a lot,"[0, 1, 1]",0,1,1
945,PersonX bleeds profusely,"[0, 1, 1]",0,1,1
946,PersonX bleeds red ink,"[0, 0, 1]",0,0,1
947,PersonX bleeds the lizard,"[0, 1, 1]",0,1,1
948,PersonX blesses PersonY soul,"[0, 1, 1]",0,1,1
949,PersonX blinks PersonY's eyes,"[0, 1, 1]",0,1,1
950,PersonX blinks back ___,"[0, 1, 1]",0,1,1
951,PersonX blinks several times,"[0, 1, 1]",0,1,1
952,PersonX blocks PersonY's path,"[0, 1, 1]",0,1,1
953,PersonX blots PersonX's copy book,"[0, 1, 1]",0,1,1
954,PersonX blows PersonX's engine,"[0, 1, 1]",0,1,1
955,PersonX blows PersonX's horn,"[0, 1, 1]",0,1,1
956,PersonX blows PersonY away,"[0, 1, 1]",0,1,1
957,PersonX blows PersonY out of the water,"[0, 1, 1]",0,1,1
958,PersonX blows PersonY's cover,"[0, 1, 1]",0,1,1
959,PersonX blows PersonY's engine,"[0, 1, 1]",0,1,1
960,PersonX blows PersonY's horn,"[0, 1, 1]",0,1,1
961,PersonX blows PersonY's nose,"[0, 1, 1]",0,1,1
962,PersonX blows ___ away,"[0, 1, 1]",0,1,1
963,PersonX blows a bubble,"[0, 1, 1]",0,1,1
964,PersonX blows a kiss,"[0, 1, 1]",0,1,1
965,PersonX blows chunks,"[0, 1, 1]",0,1,1
966,PersonX blows it,"[0, 1, 1]",0,1,1
967,PersonX blows off steam,"[0, 1, 1]",0,1,1
968,PersonX blows the ___ away,"[0, 1, 1]",0,1,1
969,PersonX blows the lid off ___,"[0, 1, 1]",0,1,1
970,PersonX blows this pop stand,"[0, 1, 1]",0,1,1
971,PersonX blows to kingdom come,"[0, 1, 1]",0,1,1
972,PersonX boards PersonX's plane,"[0, 1, 1]",0,1,1
973,PersonX boards PersonY's plane,"[0, 1, 1]",0,1,1
974,PersonX boards the bus,"[0, 0, 1]",0,0,1
975,PersonX boards the train,"[0, 1, 1]",0,1,1
976,PersonX bobs PersonY's head,"[0, 1, 1]",0,1,1
977,PersonX boils ___ on the stove,"[0, 1, 1]",0,1,1
978,PersonX boils some water,"[0, 1, 1]",0,1,1
979,PersonX boils the water,"[0, 1, 1]",0,1,1
980,PersonX boils water,"[0, 1, 1]",0,1,1
981,PersonX boils water for minutes,"[0, 1, 1]",0,1,1
982,PersonX boldly goes where no man has gone before,"[0, 1, 1]",0,1,1
983,PersonX books PersonX's trip,"[0, 1, 1]",0,1,1
984,PersonX books PersonY's trip,"[0, 1, 1]",0,1,1
985,PersonX books a flight,"[0, 1, 1]",0,1,1
986,PersonX books a hotel,"[0, 1, 1]",0,1,1
987,PersonX books a trip,"[0, 1, 1]",0,1,1
988,PersonX boos PersonY off the stage,"[0, 1, 1]",0,1,1
989,PersonX boos ___ off the stage,"[0, 0, 1]",0,0,1
990,PersonX bores PersonY a son,"[0, 1, 1]",0,1,1
991,PersonX bores PersonY children,"[0, 1, 1]",0,1,1
992,PersonX bores PersonY's name,"[0, 1, 1]",0,1,1
993,PersonX born this ___ in the city,"[0, 0, 1]",0,0,1
994,PersonX borrows PersonY's phone,"[0, 1, 1]",0,1,1
995,PersonX borrows ___ from the library,"[0, 1, 1]",0,1,1
996,PersonX borrows ___ on the credit,"[0, 1, 1]",0,1,1
997,PersonX borrows ___ to buy,"[0, 1, 1]",0,1,1
998,PersonX borrows ___ to pay,"[0, 1, 1]",0,1,1
999,PersonX borrows a book,"[0, 1, 1]",0,1,1
1000,PersonX borrows money,"[0, 1, 1]",0,1,1
1001,PersonX borrows one,"[0, 1, 1]",0,1,1
1002,PersonX borrows the money,"[0, 1, 1]",0,1,1
1003,PersonX borrows this ___ for use,"[0, 1, 1]",0,1,1
1004,PersonX bothers PersonY much,"[0, 0, 1]",0,0,1
1005,PersonX bothers PersonY so much,"[0, 1, 1]",0,1,1
1006,PersonX bounces off the walls,"[0, 1, 1]",0,1,1
1007,PersonX bows PersonY's head,"[0, 1, 1]",0,1,1
1008,PersonX boxes PersonY's ears,"[0, 0, 1]",0,0,1
1009,PersonX boxes oneself into a corner,"[0, 1, 1]",0,1,1
1010,PersonX brags to all PersonX's friends,"[0, 1, 1]",0,1,1
1011,PersonX braids PersonX's hair,"[0, 1, 1]",0,1,1
1012,PersonX braids PersonY's hair,"[0, 1, 1]",0,1,1
1013,PersonX braves every ___,"[0, 1, 1]",0,1,1
1014,PersonX breaketh the ___ in pieces,"[0, 1, 1]",0,1,1
1015,PersonX breaks PersonX's back,"[0, 0, 1]",0,0,1
1016,PersonX breaks PersonX's duck,"[0, 1, 1]",0,1,1
1017,PersonX breaks PersonX's fall,"[0, 1, 1]",0,1,1
1018,PersonX breaks PersonX's fast,"[0, 1, 1]",0,1,1
1019,PersonX breaks PersonX's glasses,"[0, 1, 1]",0,1,1
1020,PersonX breaks PersonX's hand,"[0, 1, 1]",0,1,1
1021,PersonX breaks PersonX's mother 's favorite vase,"[0, 1, 1]",0,1,1
1022,PersonX breaks PersonX's nose,"[0, 1, 1]",0,1,1
1023,PersonX breaks PersonX's phone,"[0, 1, 1]",0,1,1
1024,PersonX breaks PersonY arm,"[0, 0, 1]",0,0,1
1025,PersonX breaks PersonY word,"[0, 0, 1]",0,0,1
1026,PersonX breaks PersonY's ankle,"[0, 1, 1]",0,1,1
1027,PersonX breaks PersonY's arm,"[0, 1, 1]",0,1,1
1028,PersonX breaks PersonY's fall,"[0, 1, 1]",0,1,1
1029,PersonX breaks PersonY's foot,"[0, 1, 1]",0,1,1
1030,PersonX breaks PersonY's glasses,"[0, 1, 1]",0,1,1
1031,PersonX breaks PersonY's hand,"[0, 1, 1]",0,1,1
1032,PersonX breaks PersonY's kiss,"[0, 1, 1]",0,1,1
1033,PersonX breaks PersonY's leg,"[0, 1, 1]",0,1,1
1034,PersonX breaks PersonY's mother 's favorite vase,"[0, 1, 1]",0,1,1
1035,PersonX breaks PersonY's neck,"[0, 1, 1]",0,1,1
1036,PersonX breaks PersonY's nose,"[0, 1, 1]",0,1,1
1037,PersonX breaks PersonY's phone,"[0, 1, 1]",0,1,1
1038,PersonX breaks ___ in half,"[0, 1, 1]",0,1,1
1039,PersonX breaks ___ in the process,"[0, 1, 1]",0,1,1
1040,PersonX breaks a bone,"[0, 1, 1]",0,1,1
1041,PersonX breaks a law,"[0, 0, 1]",0,0,1
1042,PersonX breaks a sweat,"[0, 1, 1]",0,1,1
1043,PersonX breaks apart,"[0, 1, 1]",0,1,1
1044,PersonX breaks both of PersonX's legs,"[0, 1, 1]",0,1,1
1045,PersonX breaks both of PersonY's legs,"[0, 1, 1]",0,1,1
1046,PersonX breaks every ___,"[0, 1, 1]",0,1,1
1047,PersonX breaks every ___ in PersonX's body,"[0, 1, 1]",0,1,1
1048,PersonX breaks every ___ in PersonY's body,"[0, 1, 1]",0,1,1
1049,PersonX breaks eye contact,"[0, 0, 1]",0,0,1
1050,PersonX breaks god 's ___,"[0, 1, 1]",0,1,1
1051,PersonX breaks ground,"[0, 1, 1]",0,1,1
1052,PersonX breaks my arm,"[0, 1, 1]",0,1,1
1053,PersonX breaks my foot,"[0, 1, 1]",0,1,1
1054,PersonX breaks my leg,"[0, 1, 1]",0,1,1
1055,PersonX breaks one,"[0, 1, 1]",0,1,1
1056,PersonX breaks one 's ___,"[0, 1, 1]",0,1,1
1057,PersonX breaks one ___,"[0, 1, 1]",0,1,1
1058,PersonX breaks open,"[0, 1, 1]",0,1,1
1059,PersonX breaks open the ___,"[0, 1, 1]",0,1,1
1060,PersonX breaks ranks,"[0, 1, 1]",0,1,1
1061,PersonX breaks the back of ___,"[0, 1, 1]",0,1,1
1062,PersonX breaks the camel 's ___,"[0, 1, 1]",0,1,1
1063,PersonX breaks the camel 's back,"[0, 1, 1]",0,1,1
1064,PersonX breaks the cycle,"[0, 1, 1]",0,1,1
1065,PersonX breaks the deadlock,"[0, 1, 1]",0,1,1
1066,PersonX breaks the enemy 's ___,"[0, 1, 1]",0,1,1
1067,PersonX breaks the fourth wall,"[0, 1, 1]",0,1,1
1068,PersonX breaks the ice,"[0, 1, 1]",0,1,1
1069,PersonX breaks the law,"[0, 1, 1]",0,1,1
1070,PersonX breaks the record,"[0, 1, 1]",0,1,1
1071,PersonX breaks the sabbath,"[0, 1, 1]",0,1,1
1072,PersonX breaks the seal,"[0, 1, 1]",0,1,1
1073,PersonX breaks the silence,"[0, 1, 1]",0,1,1
1074,PersonX breaks up with PersonY's boyfriend,"[0, 1, 1]",0,1,1
1075,PersonX breaks up with PersonY's girlfriend,"[0, 1, 1]",0,1,1
1076,PersonX breastfeeds PersonX's baby,"[0, 1, 1]",0,1,1
1077,PersonX breathes PersonX's last,"[0, 1, 1]",0,1,1
1078,PersonX breathes a sigh of relief,"[0, 1, 1]",0,1,1
1079,PersonX breathes a word,"[0, 1, 1]",0,1,1
1080,PersonX breathes down PersonY's neck,"[0, 1, 1]",0,1,1
1081,PersonX breathes easy,"[0, 1, 1]",0,1,1
1082,PersonX breathes hard,"[0, 1, 1]",0,1,1
1083,PersonX bridges the gap between PersonY and PersonY,"[0, 1, 1]",0,1,1
1084,PersonX bringeth forth PersonX's ___,"[0, 1, 1]",0,1,1
1085,PersonX bringeth forth ___,"[0, 1, 1]",0,1,1
1086,PersonX brings PersonX's ___ to bear,"[0, 1, 1]",0,1,1
1087,PersonX brings PersonX's ___ together,"[0, 1, 1]",0,1,1
1088,PersonX brings PersonX's arse to an anchor,"[0, 0, 1]",0,0,1
1089,PersonX brings PersonX's back home,"[0, 0, 1]",0,0,1
1090,PersonX brings PersonX's car,"[0, 1, 1]",0,1,1
1091,PersonX brings PersonX's family,"[0, 1, 1]",0,1,1
1092,PersonX brings PersonX's grades,"[0, 1, 1]",0,1,1
1093,PersonX brings PersonX's grades up,"[0, 1, 1]",0,1,1
1094,PersonX brings PersonX's lunch,"[0, 0, 1]",0,0,1
1095,PersonX brings PersonX's umbrella,"[0, 1, 1]",0,1,1
1096,PersonX brings PersonY a spare key,"[0, 1, 1]",0,1,1
1097,PersonX brings PersonY along,"[0, 1, 1]",0,1,1
1098,PersonX brings PersonY back,"[0, 1, 1]",0,1,1
1099,PersonX brings PersonY back to PersonZ,"[0, 1, 1]",0,1,1
1100,PersonX brings PersonY back to life,"[0, 1, 1]",0,1,1
1101,PersonX brings PersonY close,"[0, 1, 1]",0,1,1
1102,PersonX brings PersonY closer,"[0, 1, 1]",0,1,1
1103,PersonX brings PersonY fame,"[0, 1, 1]",0,1,1
1104,PersonX brings PersonY food,"[0, 1, 1]",0,1,1
1105,PersonX brings PersonY forth,"[0, 1, 1]",0,1,1
1106,PersonX brings PersonY forward,"[0, 1, 1]",0,1,1
1107,PersonX brings PersonY home,"[0, 1, 1]",0,1,1
1108,PersonX brings PersonY in contact,"[0, 1, 1]",0,1,1
1109,PersonX brings PersonY inside,"[0, 1, 1]",0,1,1
1110,PersonX brings PersonY into contact,"[0, 1, 1]",0,1,1
1111,PersonX brings PersonY into line,"[0, 1, 1]",0,1,1
1112,PersonX brings PersonY into the world,"[0, 1, 1]",0,1,1
1113,PersonX brings PersonY luck,"[0, 1, 1]",0,1,1
1114,PersonX brings PersonY something,"[0, 1, 1]",0,1,1
1115,PersonX brings PersonY the news,"[0, 1, 1]",0,1,1
1116,PersonX brings PersonY to god,"[0, 1, 1]",0,1,1
1117,PersonX brings PersonY to life,"[0, 0, 1]",0,0,1
1118,PersonX brings PersonY to school,"[0, 1, 1]",0,1,1
1119,PersonX brings PersonY to tears,"[0, 1, 1]",0,1,1
1120,PersonX brings PersonY to the attention,"[0, 1, 1]",0,1,1
1121,PersonX brings PersonY to the ground,"[0, 1, 1]",0,1,1
1122,PersonX brings PersonY to the hospital,"[0, 1, 1]",0,1,1
1123,PersonX brings PersonY to the point,"[0, 1, 1]",0,1,1
1124,PersonX brings PersonY together,"[0, 1, 1]",0,1,1
1125,PersonX brings PersonY's ___ back,"[0, 1, 1]",0,1,1
1126,PersonX brings PersonY's ___ together,"[0, 1, 1]",0,1,1
1127,PersonX brings PersonY's car,"[0, 1, 1]",0,1,1
1128,PersonX brings PersonY's daughter,"[0, 1, 1]",0,1,1
1129,PersonX brings PersonY's dog,"[0, 1, 1]",0,1,1
1130,PersonX brings PersonY's food,"[0, 1, 1]",0,1,1
1131,PersonX brings PersonY's hand,"[0, 1, 1]",0,1,1
1132,PersonX brings PersonY's hand up,"[0, 1, 1]",0,1,1
1133,PersonX brings PersonY's hands,"[0, 1, 1]",0,1,1
1134,PersonX brings PersonY's home,"[0, 1, 1]",0,1,1
1135,PersonX brings PersonY's lunch,"[0, 1, 1]",0,1,1
1136,PersonX brings PersonY's son,"[0, 1, 1]",0,1,1
1137,PersonX brings ___ along,"[0, 1, 1]",0,1,1
1138,PersonX brings ___ back,"[0, 1, 1]",0,1,1
1139,PersonX brings ___ back home,"[0, 1, 1]",0,1,1
1140,PersonX brings ___ back to PersonY,"[0, 1, 1]",0,1,1
1141,PersonX brings ___ back to the store,"[0, 1, 1]",0,1,1
1142,PersonX brings ___ closer,"[0, 1, 1]",0,1,1
1143,PersonX brings ___ home,"[0, 1, 1]",0,1,1
1144,PersonX brings ___ inside,"[0, 0, 1]",0,0,1
1145,PersonX brings ___ into contact,"[0, 1, 1]",0,1,1
1146,PersonX brings ___ into the field,"[0, 1, 1]",0,1,1
1147,PersonX brings ___ into the world,"[0, 1, 1]",0,1,1
1148,PersonX brings ___ outside,"[0, 1, 1]",0,1,1
1149,PersonX brings ___ the next day,"[0, 1, 1]",0,1,1
1150,PersonX brings ___ to PersonY's face,"[0, 1, 1]",0,1,1
1151,PersonX brings ___ to PersonY's lips,"[0, 1, 1]",0,1,1
1152,PersonX brings ___ to a crisis,"[0, 1, 1]",0,1,1
1153,PersonX brings ___ to a mechanic,"[0, 1, 1]",0,1,1
1154,PersonX brings ___ to bear,"[0, 1, 1]",0,1,1
1155,PersonX brings ___ to christ,"[0, 1, 1]",0,1,1
1156,PersonX brings ___ to life,"[0, 1, 1]",0,1,1
1157,PersonX brings ___ to light,"[0, 1, 1]",0,1,1
1158,PersonX brings ___ to power,"[0, 1, 1]",0,1,1
1159,PersonX brings ___ to school,"[0, 1, 1]",0,1,1
1160,PersonX brings ___ to the attention,"[0, 1, 1]",0,1,1
1161,PersonX brings ___ to the doctor,"[0, 1, 1]",0,1,1
1162,PersonX brings ___ to the hospital,"[0, 0, 1]",0,0,1
1163,PersonX brings ___ to the park,"[0, 1, 1]",0,1,1
1164,PersonX brings ___ to the party,"[0, 1, 1]",0,1,1
1165,PersonX brings ___ to the store,"[0, 0, 1]",0,0,1
1166,PersonX brings ___ to the table,"[0, 1, 1]",0,1,1
1167,PersonX brings ___ to the vet,"[0, 1, 1]",0,1,1
1168,PersonX brings ___ to the world,"[0, 1, 1]",0,1,1
1169,PersonX brings ___ to the zoo,"[0, 1, 1]",0,1,1
1170,PersonX brings ___ together,"[0, 1, 1]",0,1,1
1171,PersonX brings ___ under control,"[0, 1, 1]",0,1,1
1172,PersonX brings ___ under cultivation,"[0, 1, 1]",0,1,1
1173,PersonX brings ___ upon PersonY,"[0, 1, 1]",0,1,1
1174,PersonX brings a ___ to bear,"[0, 1, 1]",0,1,1
1175,PersonX brings a dish,"[0, 1, 1]",0,1,1
1176,PersonX brings a knife to a gunfight,"[0, 1, 1]",0,1,1
1177,PersonX brings an umbrella,"[0, 1, 1]",0,1,1
1178,PersonX brings another ___,"[0, 1, 1]",0,1,1
1179,PersonX brings back ___,"[0, 1, 1]",0,1,1
1180,PersonX brings children into the world,"[0, 1, 1]",0,1,1
1181,PersonX brings everyone,"[0, 1, 1]",0,1,1
1182,PersonX brings food,"[0, 1, 1]",0,1,1
1183,PersonX brings forth ___,"[0, 1, 1]",0,1,1
1184,PersonX brings forth fruit,"[0, 1, 1]",0,1,1
1185,PersonX brings forth the ___,"[0, 1, 1]",0,1,1
1186,PersonX brings gifts,"[0, 1, 1]",0,1,1
1187,PersonX brings home PersonX's ___,"[0, 1, 1]",0,1,1
1188,PersonX brings home ___,"[0, 1, 1]",0,1,1
1189,PersonX brings home a ___,"[0, 1, 1]",0,1,1
1190,PersonX brings home the ___,"[0, 1, 1]",0,1,1
1191,PersonX brings home the bacon,"[0, 1, 1]",0,1,1
1192,PersonX brings home to PersonY,"[0, 1, 1]",0,1,1
1193,PersonX brings it back,"[0, 1, 1]",0,1,1
1194,PersonX brings it inside,"[0, 1, 1]",0,1,1
1195,PersonX brings it to PersonY's lips,"[0, 1, 1]",0,1,1
1196,PersonX brings it to school,"[0, 1, 1]",0,1,1
1197,PersonX brings out in a rash,"[0, 1, 1]",0,1,1
1198,PersonX brings pressure to bear,"[0, 1, 1]",0,1,1
1199,PersonX brings snacks,"[0, 1, 1]",0,1,1
1200,PersonX brings something,"[0, 1, 1]",0,1,1
1201,PersonX brings the ___ back,"[0, 1, 1]",0,1,1
1202,PersonX brings the ___ into contact,"[0, 1, 1]",0,1,1
1203,PersonX brings the ___ into line,"[0, 1, 1]",0,1,1
1204,PersonX brings the ___ to PersonY end,"[0, 1, 1]",0,1,1
1205,PersonX brings the ___ to a close,"[0, 1, 1]",0,1,1
1206,PersonX brings the ___ to a conclusion,"[0, 1, 1]",0,1,1
1207,PersonX brings the ___ to life,"[0, 0, 1]",0,0,1
1208,PersonX brings the ___ to terms,"[0, 1, 1]",0,1,1
1209,PersonX brings the ___ to the attention,"[0, 0, 1]",0,0,1
1210,PersonX brings the ___ to trial,"[0, 1, 1]",0,1,1
1211,PersonX brings the ___ together,"[0, 1, 1]",0,1,1
1212,PersonX brings the ___ under control,"[0, 1, 1]",0,1,1
1213,PersonX brings the cake,"[0, 1, 1]",0,1,1
1214,PersonX brings the car,"[0, 1, 1]",0,1,1
1215,PersonX brings the dog,"[0, 1, 1]",0,1,1
1216,PersonX brings the dog home,"[0, 1, 1]",0,1,1
1217,PersonX brings the food,"[0, 1, 1]",0,1,1
1218,PersonX brings the kitten,"[0, 1, 1]",0,1,1
1219,PersonX brings the kitten home,"[0, 1, 1]",0,1,1
1220,PersonX brings the war to PersonY end,"[0, 1, 1]",0,1,1
1221,PersonX brings thee ___,"[0, 1, 1]",0,1,1
1222,PersonX brings these ___ together,"[0, 1, 1]",0,1,1
1223,PersonX brings this ___ to a close,"[0, 1, 1]",0,1,1
1224,PersonX brings to PersonY's attention,"[0, 1, 1]",0,1,1
1225,PersonX brings to light,"[0, 1, 1]",0,1,1
1226,PersonX brings together ___,"[0, 1, 1]",0,1,1
1227,PersonX brings together the ___,"[0, 1, 1]",0,1,1
1228,PersonX brings two together,"[0, 1, 1]",0,1,1
1229,PersonX brings up PersonX's children,"[0, 1, 1]",0,1,1
1230,PersonX brings up PersonY's children,"[0, 1, 1]",0,1,1
1231,PersonX brings up something more universal,"[0, 1, 1]",0,1,1
1232,PersonX brings up the rear,"[0, 1, 1]",0,1,1
1233,PersonX browses PersonX's collection,"[0, 1, 1]",0,1,1
1234,PersonX browses PersonY's collection,"[0, 1, 1]",0,1,1
1235,PersonX brushes PersonX's teeth ___,"[0, 1, 1]",0,1,1
1236,PersonX brushes PersonY teeth,"[0, 1, 1]",0,1,1
1237,PersonX brushes PersonY's fingers,"[0, 1, 1]",0,1,1
1238,PersonX brushes PersonY's hand,"[0, 1, 1]",0,1,1
1239,PersonX brushes PersonY's lips,"[0, 1, 1]",0,1,1
1240,PersonX brushes PersonY's teeth,"[0, 1, 1]",0,1,1
1241,PersonX brushes away a ___,"[0, 1, 1]",0,1,1
1242,PersonX brushes away the ___,"[0, 1, 1]",0,1,1
1243,PersonX brushes my teeth,"[0, 1, 1]",0,1,1
1244,PersonX brushes past PersonY,"[0, 1, 1]",0,1,1
1245,PersonX bucks PersonY's hips,"[0, 1, 1]",0,1,1
1246,PersonX bucks the trend,"[0, 1, 1]",0,1,1
1247,PersonX builds PersonX's ___ in french in,"[0, 0, 1]",0,0,1
1248,PersonX builds PersonX's ___ upon a rock,"[0, 1, 1]",0,1,1
1249,PersonX builds PersonX's ___ upon the sand,"[0, 1, 1]",0,1,1
1250,PersonX builds PersonX's house,"[0, 1, 1]",0,1,1
1251,PersonX builds PersonX's houses,"[0, 1, 1]",0,1,1
1252,PersonX builds PersonX's nest,"[0, 1, 1]",0,1,1
1253,PersonX builds PersonY a house,"[0, 1, 1]",0,1,1
1254,PersonX builds PersonY house,"[0, 1, 1]",0,1,1
1255,PersonX builds PersonY one,"[0, 1, 1]",0,1,1
1256,PersonX builds PersonY organization,"[0, 1, 1]",0,1,1
1257,PersonX builds PersonY's ___ upon a rock,"[0, 1, 1]",0,1,1
1258,PersonX builds PersonY's house,"[0, 1, 1]",0,1,1
1259,PersonX builds PersonY's houses,"[0, 1, 1]",0,1,1
1260,PersonX builds PersonY's nest,"[0, 1, 1]",0,1,1
1261,PersonX builds ___ in PersonX's backyard,"[0, 1, 1]",0,1,1
1262,PersonX builds ___ in PersonY's backyard,"[0, 1, 1]",0,1,1
1263,PersonX builds ___ together,"[0, 1, 1]",0,1,1
1264,PersonX builds a better mousetrap,"[0, 1, 1]",0,1,1
1265,PersonX builds a birdhouse,"[0, 1, 1]",0,1,1
1266,PersonX builds a cabin,"[0, 1, 1]",0,1,1
1267,PersonX builds a fence,"[0, 1, 1]",0,1,1
1268,PersonX builds a fire,"[0, 1, 1]",0,1,1
1269,PersonX builds a fort,"[0, 1, 1]",0,1,1
1270,PersonX builds a house,"[0, 1, 1]",0,1,1
1271,PersonX builds a sand castle,"[0, 1, 1]",0,1,1
1272,PersonX builds a snowman,"[0, 1, 1]",0,1,1
1273,PersonX builds a treehouse,"[0, 1, 1]",0,1,1
1274,PersonX builds another ___,"[0, 1, 1]",0,1,1
1275,PersonX builds sand castles,"[0, 1, 1]",0,1,1
1276,PersonX bumps PersonX's head,"[0, 1, 1]",0,1,1
1277,PersonX bumps and grind,"[0, 1, 1]",0,1,1
1278,PersonX buries PersonX's ___ in PersonX's hands,"[0, 1, 1]",0,1,1
1279,PersonX buries PersonX's dead,"[0, 1, 1]",0,1,1
1280,PersonX buries PersonX's head in the sand,"[0, 1, 1]",0,1,1
1281,PersonX buries PersonY's dead,"[0, 1, 1]",0,1,1
1282,PersonX buries PersonY's face,"[0, 1, 1]",0,1,1
1283,PersonX buries PersonY's face in PersonY's hands,"[0, 1, 1]",0,1,1
1284,PersonX buries PersonY's head,"[0, 1, 1]",0,1,1
1285,PersonX buries ___ in PersonY's hands,"[0, 1, 1]",0,1,1
1286,PersonX buries in PersonY's hands,"[0, 0, 1]",0,0,1
1287,PersonX buries the lede,"[0, 1, 1]",0,1,1
1288,PersonX burns PersonX's candle at both ends,"[0, 1, 1]",0,1,1
1289,PersonX burns PersonX's fingers,"[0, 1, 1]",0,1,1
1290,PersonX burns PersonX's hand,"[0, 1, 1]",0,1,1
1291,PersonX burns PersonX's mouth,"[0, 1, 1]",0,1,1
1292,PersonX burns PersonY's hand,"[0, 1, 1]",0,1,1
1293,PersonX burns a hole in PersonX's pocket,"[0, 1, 1]",0,1,1
1294,PersonX burns the candle at both ends,"[0, 1, 1]",0,1,1
1295,PersonX burns the midnight oil,"[0, 1, 1]",0,1,1
1296,PersonX burns the turkey,"[0, 1, 1]",0,1,1
1297,PersonX burns to a crisp,"[0, 1, 1]",0,1,1
1298,PersonX burns within PersonY,"[0, 0, 1]",0,0,1
1299,PersonX bursts PersonY's bubble,"[0, 1, 1]",0,1,1
1300,PersonX bursts into tears,"[0, 1, 1]",0,1,1
1301,PersonX bursts upon PersonY,"[0, 1, 1]",0,1,1
1302,PersonX busts PersonX's balls,"[0, 1, 1]",0,1,1
1303,PersonX busts PersonX's chops,"[0, 1, 1]",0,1,1
1304,PersonX busts a cap,"[0, 1, 1]",0,1,1
1305,PersonX busts the dust,"[0, 1, 1]",0,1,1
1306,PersonX buys PersonX's dad,"[0, 1, 1]",0,1,1
1307,PersonX buys PersonX's dream car,"[0, 1, 1]",0,1,1
1308,PersonX buys PersonX's dress,"[0, 1, 1]",0,1,1
1309,PersonX buys PersonX's first car,"[0, 1, 1]",0,1,1
1310,PersonX buys PersonX's first home,"[0, 0, 1]",0,0,1
1311,PersonX buys PersonX's first house,"[0, 1, 1]",0,1,1
1312,PersonX buys PersonX's friend,"[0, 1, 1]",0,1,1
1313,PersonX buys PersonX's groceries,"[0, 1, 1]",0,1,1
1314,PersonX buys PersonX's lunch,"[0, 1, 1]",0,1,1
1315,PersonX buys PersonX's new shoes,"[0, 1, 1]",0,1,1
1316,PersonX buys PersonX's own shoes,"[0, 1, 1]",0,1,1
1317,PersonX buys PersonX's supplies,"[0, 1, 1]",0,1,1
1318,PersonX buys PersonX's ticket,"[0, 1, 1]",0,1,1
1319,PersonX buys PersonY a drink,"[0, 1, 1]",0,1,1
1320,PersonX buys PersonY a gift,"[0, 1, 1]",0,1,1
1321,PersonX buys PersonY a new bike,"[0, 1, 1]",0,1,1
1322,PersonX buys PersonY a new car,"[0, 1, 1]",0,1,1
1323,PersonX buys PersonY a new one,"[0, 1, 1]",0,1,1
1324,PersonX buys PersonY a new pair,"[0, 1, 1]",0,1,1
1325,PersonX buys PersonY a pair,"[0, 1, 1]",0,1,1
1326,PersonX buys PersonY drinks,"[0, 1, 1]",0,1,1
1327,PersonX buys PersonY ice cream,"[0, 1, 1]",0,1,1
1328,PersonX buys PersonY new shoes,"[0, 1, 1]",0,1,1
1329,PersonX buys PersonY's daughter,"[0, 1, 1]",0,1,1
1330,PersonX buys PersonY's groceries,"[0, 1, 1]",0,1,1
1331,PersonX buys PersonY's lunch,"[0, 1, 1]",0,1,1
